发布日期,单位净值,累计净值,净值增长率(%),申购状态,赎回状态
2025-12-30,1.0650,1.0650,0.01,开放申购,开放赎回
2025-12-29,1.0649,1.0649,-0.64,开放申购,开放赎回
2025-12-26,1.0718,1.0718,-0.05,暂停申购,暂停赎回
2025-12-25,1.0723,1.0723,-0.10,暂停申购,暂停赎回
2025-12-24,1.0734,1.0734,-0.33,暂停申购,暂停赎回
2025-12-23,1.0770,1.0770,-0.19,开放申购,开放赎回
2025-12-22,1.0791,1.0791,0.26,开放申购,开放赎回
2025-12-19,1.0763,1.0763,1.23,开放申购,开放赎回
2025-12-18,1.0632,1.0632,-0.20,开放申购,开放赎回
2025-12-17,1.0653,1.0653,0.78,开放申购,开放赎回
2025-12-16,1.0571,1.0571,-1.29,开放申购,开放赎回
2025-12-15,1.0709,1.0709,-2.47,开放申购,开放赎回
2025-12-12,1.0980,1.0980,1.58,开放申购,开放赎回
2025-12-11,1.0809,1.0809,-0.60,开放申购,开放赎回
2025-12-10,1.0874,1.0874,0.53,开放申购,开放赎回
2025-12-09,1.0817,1.0817,-1.30,开放申购,开放赎回
2025-12-08,1.0959,1.0959,-1.11,开放申购,开放赎回
2025-12-05,1.1082,1.1082,0.14,开放申购,开放赎回
2025-12-04,1.1066,1.1066,0.76,开放申购,开放赎回
2025-12-03,1.0983,1.0983,-1.28,开放申购,开放赎回
2025-12-02,1.1125,1.1125,-0.01,开放申购,开放赎回
2025-12-01,1.1126,1.1126,0.08,开放申购,开放赎回
2025-11-28,1.1117,1.1117,-0.05,开放申购,开放赎回
2025-11-27,1.1123,1.1123,-0.16,开放申购,开放赎回
2025-11-26,1.1141,1.1141,0.85,开放申购,开放赎回
2025-11-25,1.1047,1.1047,0.49,开放申购,开放赎回
2025-11-24,1.0993,1.0993,2.55,开放申购,开放赎回
2025-11-21,1.0720,1.0720,-3.22,开放申购,开放赎回
2025-11-20,1.1077,1.1077,-0.03,开放申购,开放赎回
2025-11-19,1.1080,1.1080,-0.40,开放申购,开放赎回
2025-11-18,1.1125,1.1125,-1.66,开放申购,开放赎回
2025-11-17,1.1313,1.1313,-0.68,开放申购,开放赎回
2025-11-14,1.1391,1.1391,-2.23,开放申购,开放赎回
2025-11-13,1.1651,1.1651,1.90,开放申购,开放赎回
2025-11-12,1.1434,1.1434,0.35,开放申购,开放赎回
2025-11-11,1.1394,1.1394,0.24,开放申购,开放赎回
2025-11-10,1.1367,1.1367,2.20,开放申购,开放赎回
2025-11-07,1.1122,1.1122,-1.37,开放申购,开放赎回
2025-11-06,1.1277,1.1277,1.85,开放申购,开放赎回
2025-11-05,1.1072,1.1072,0.07,开放申购,开放赎回
2025-11-04,1.1064,1.1064,-1.92,开放申购,开放赎回
2025-11-03,1.1281,1.1281,0.07,开放申购,开放赎回
2025-10-31,1.1273,1.1273,-1.21,开放申购,开放赎回
2025-10-30,1.1411,1.1411,-0.55,开放申购,开放赎回
2025-10-29,1.1474,1.1474,-0.03,暂停申购,暂停赎回
2025-10-28,1.1478,1.1478,-1.22,开放申购,开放赎回
2025-10-27,1.1620,1.1620,1.21,开放申购,开放赎回
2025-10-24,1.1481,1.1481,0.85,开放申购,开放赎回
2025-10-23,1.1384,1.1384,0.28,开放申购,开放赎回
2025-10-22,1.1352,1.1352,-1.05,开放申购,开放赎回
2025-10-21,1.1473,1.1473,0.52,开放申购,开放赎回
2025-10-20,1.1414,1.1414,2.30,开放申购,开放赎回
2025-10-17,1.1157,1.1157,-3.18,开放申购,开放赎回
2025-10-16,1.1524,1.1524,0.05,开放申购,开放赎回
2025-10-15,1.1518,1.1518,2.61,开放申购,开放赎回
2025-10-14,1.1225,1.1225,-2.75,开放申购,开放赎回
2025-10-13,1.1543,1.1543,-1.61,开放申购,开放赎回
2025-10-10,1.1732,1.1732,-2.24,开放申购,开放赎回
2025-10-09,1.2001,1.2001,-1.86,开放申购,开放赎回
2025-09-30,1.2228,1.2228,1.61,开放申购,开放赎回
2025-09-29,1.2034,1.2034,1.63,开放申购,开放赎回
2025-09-26,1.1841,1.1841,-1.42,开放申购,开放赎回
2025-09-25,1.2012,1.2012,0.13,开放申购,开放赎回
2025-09-24,1.1997,1.1997,1.70,开放申购,开放赎回
2025-09-23,1.1797,1.1797,-1.39,开放申购,开放赎回
2025-09-22,1.1963,1.1963,-0.79,开放申购,开放赎回
2025-09-19,1.2058,1.2058,0.37,开放申购,开放赎回
2025-09-18,1.2013,1.2013,-0.51,开放申购,开放赎回
2025-09-17,1.2074,1.2074,2.27,开放申购,开放赎回
2025-09-16,1.1806,1.1806,0.19,开放申购,开放赎回
2025-09-15,1.1784,1.1784,0.77,开放申购,开放赎回
