发布日期,单位净值,累计净值,净值增长率(%),申购状态,赎回状态
2025-09-26,1.3445,1.4382,0.35,开放申购,开放赎回
2025-09-25,1.3398,1.4335,-1.25,开放申购,开放赎回
2025-09-24,1.3568,1.4505,-0.13,开放申购,开放赎回
2025-09-23,1.3585,1.4522,-0.27,开放申购,开放赎回
2025-09-22,1.3622,1.4559,-1.22,开放申购,开放赎回
2025-09-19,1.3790,1.4727,0.12,开放申购,开放赎回
2025-09-18,1.3774,1.4711,-0.98,开放申购,开放赎回
2025-09-17,1.3910,1.4847,0.25,开放申购,开放赎回
2025-09-16,1.3876,1.4813,0.06,开放申购,开放赎回
2025-09-15,1.3868,1.4805,0.04,开放申购,开放赎回
2025-09-12,1.3862,1.4799,-0.22,开放申购,开放赎回
2025-09-11,1.3893,1.4830,0.44,开放申购,开放赎回
2025-09-10,1.3832,1.4769,0.69,开放申购,开放赎回
2025-09-09,1.3737,1.4674,-0.04,限制大额申购,开放赎回
2025-09-08,1.3812,1.4679,0.61,限制大额申购,开放赎回
2025-09-05,1.3728,1.4595,0.82,限制大额申购,开放赎回
2025-09-04,1.3616,1.4483,-0.60,开放申购,开放赎回
2025-09-03,1.3698,1.4565,-0.56,开放申购,开放赎回
2025-09-02,1.3775,1.4642,0.13,开放申购,开放赎回
2025-09-01,1.3757,1.4624,0.18,开放申购,开放赎回
2025-08-29,1.3732,1.4599,-0.48,开放申购,开放赎回
2025-08-28,1.3798,1.4665,0.15,开放申购,开放赎回
2025-08-27,1.3777,1.4644,-0.96,开放申购,开放赎回
2025-08-26,1.3910,1.4777,-0.81,开放申购,开放赎回
