发布日期,单位净值,累计净值,净值增长率(%),申购状态,赎回状态
2025-09-23,1.2593,1.2593,-1.28,开放申购,开放赎回
2025-09-22,1.2756,1.2756,1.43,开放申购,开放赎回
2025-09-19,1.2576,1.2576,-2.41,开放申购,开放赎回
2025-09-18,1.2886,1.2886,-0.07,开放申购,开放赎回
2025-09-17,1.2895,1.2895,1.66,开放申购,开放赎回
2025-09-16,1.2685,1.2685,3.47,开放申购,开放赎回
2025-09-15,1.2260,1.2260,0.21,开放申购,开放赎回
2025-09-12,1.2234,1.2234,-0.73,开放申购,开放赎回
2025-09-11,1.2324,1.2324,2.59,开放申购,开放赎回
2025-09-10,1.2013,1.2013,0.09,开放申购,开放赎回
2025-09-09,1.2002,1.2002,-1.94,开放申购,开放赎回
2025-09-08,1.2239,1.2239,4.17,开放申购,开放赎回
2025-09-05,1.1749,1.1749,3.00,开放申购,开放赎回
2025-09-04,1.1407,1.1407,-3.40,开放申购,开放赎回
2025-09-03,1.1809,1.1809,-2.16,开放申购,开放赎回
2025-09-02,1.2070,1.2070,0.15,开放申购,开放赎回
2025-09-01,1.2052,1.2052,-0.12,开放申购,开放赎回
2025-08-29,1.2067,1.2067,0.00,开放申购,开放赎回
2025-08-28,1.2067,1.2067,1.10,开放申购,开放赎回
2025-08-27,1.1936,1.1936,-0.52,开放申购,开放赎回
2025-08-26,1.1998,1.1998,-0.64,开放申购,开放赎回
