发布日期,单位净值,累计净值,净值增长率(%),申购状态,赎回状态
2025-12-16,0.9189,0.9189,-1.66,开放申购,开放赎回
2025-12-15,0.9344,0.9344,0.28,开放申购,开放赎回
2025-12-12,0.9318,0.9318,1.28,开放申购,开放赎回
2025-12-11,0.9200,0.9200,-0.28,开放申购,开放赎回
2025-12-10,0.9226,0.9226,0.76,开放申购,开放赎回
2025-12-09,0.9156,0.9156,-1.16,开放申购,开放赎回
2025-12-08,0.9263,0.9263,0.56,开放申购,开放赎回
2025-12-05,0.9211,0.9211,1.43,开放申购,开放赎回
2025-12-04,0.9081,0.9081,0.15,开放申购,开放赎回
2025-12-03,0.9067,0.9067,-0.92,开放申购,开放赎回
2025-12-02,0.9151,0.9151,-0.78,开放申购,开放赎回
2025-12-01,0.9223,0.9223,0.81,开放申购,开放赎回
2025-11-28,0.9149,0.9149,0.65,开放申购,开放赎回
2025-11-27,0.9090,0.9090,-0.27,开放申购,开放赎回
2025-11-26,0.9115,0.9115,-1.74,开放申购,开放赎回
2025-11-25,0.9276,0.9276,-0.39,开放申购,开放赎回
2025-11-24,0.9312,0.9312,2.78,开放申购,开放赎回
2025-11-21,0.9060,0.9060,-1.74,开放申购,开放赎回
2025-11-20,0.9220,0.9220,-1.20,开放申购,开放赎回
2025-11-19,0.9332,0.9332,0.30,开放申购,开放赎回
2025-11-18,0.9304,0.9304,-1.34,开放申购,开放赎回
2025-11-17,0.9430,0.9430,0.74,开放申购,开放赎回
2025-11-14,0.9361,0.9361,-0.49,开放申购,开放赎回
2025-11-13,0.9407,0.9407,0.29,开放申购,开放赎回
2025-11-12,0.9380,0.9380,-1.05,开放申购,开放赎回
2025-11-11,0.9480,0.9480,-0.47,开放申购,开放赎回
2025-11-10,0.9525,0.9525,-0.17,开放申购,开放赎回
2025-11-07,0.9541,0.9541,-0.43,开放申购,开放赎回
2025-11-06,0.9582,0.9582,2.32,开放申购,开放赎回
2025-11-05,0.9365,0.9365,0.02,开放申购,开放赎回
2025-11-04,0.9363,0.9363,-1.28,开放申购,开放赎回
2025-11-03,0.9484,0.9484,0.01,开放申购,开放赎回
2025-10-31,0.9483,0.9483,-1.04,开放申购,开放赎回
2025-10-30,0.9583,0.9583,-1.77,开放申购,开放赎回
2025-10-29,0.9756,0.9756,0.53,开放申购,开放赎回
2025-10-28,0.9705,0.9705,0.94,开放申购,开放赎回
2025-10-27,0.9615,0.9615,0.74,开放申购,开放赎回
2025-10-24,0.9544,0.9544,1.46,开放申购,开放赎回
2025-10-23,0.9407,0.9407,0.19,开放申购,开放赎回
2025-10-22,0.9389,0.9389,-0.78,开放申购,开放赎回
2025-10-21,0.9463,0.9463,0.37,开放申购,开放赎回
2025-10-20,0.9428,0.9428,0.14,开放申购,开放赎回
2025-10-17,0.9415,0.9415,-3.19,开放申购,开放赎回
2025-10-16,0.9725,0.9725,-0.89,开放申购,开放赎回
2025-10-15,0.9812,0.9812,0.03,开放申购,开放赎回
2025-10-14,0.9809,0.9809,-1.81,开放申购,开放赎回
2025-10-13,0.9990,0.9990,0.52,开放申购,开放赎回
2025-10-10,0.9938,0.9938,-0.79,开放申购,开放赎回
2025-10-09,1.0017,1.0017,1.06,开放申购,开放赎回
2025-09-30,0.9912,0.9912,3.15,开放申购,开放赎回
2025-09-29,0.9609,0.9609,0.34,开放申购,开放赎回
2025-09-26,0.9576,0.9576,1.27,开放申购,开放赎回
2025-09-25,0.9456,0.9456,-0.32,开放申购,开放赎回
2025-09-24,0.9486,0.9486,1.16,开放申购,开放赎回
2025-09-23,0.9377,0.9377,-0.53,开放申购,开放赎回
2025-09-22,0.9427,0.9427,0.04,开放申购,开放赎回
2025-09-19,0.9423,0.9423,1.82,开放申购,开放赎回
2025-09-18,0.9255,0.9255,-0.60,开放申购,开放赎回
2025-09-17,0.9311,0.9311,0.58,开放申购,开放赎回
2025-09-16,0.9257,0.9257,-0.22,开放申购,开放赎回
2025-09-15,0.9277,0.9277,-0.90,开放申购,开放赎回
2025-09-12,0.9361,0.9361,-0.26,开放申购,开放赎回
2025-09-11,0.9385,0.9385,1.73,开放申购,开放赎回
2025-09-10,0.9225,0.9225,0.34,开放申购,开放赎回
2025-09-09,0.9194,0.9194,-1.33,开放申购,开放赎回
2025-09-08,0.9318,0.9318,0.67,开放申购,开放赎回
2025-09-05,0.9256,0.9256,1.07,开放申购,开放赎回
2025-09-04,0.9158,0.9158,-2.73,开放申购,开放赎回
2025-09-03,0.9415,0.9415,-5.68,开放申购,开放赎回
2025-09-02,0.9982,0.9982,-1.94,开放申购,开放赎回
2025-09-01,1.0179,1.0179,0.19,开放申购,开放赎回
2025-08-29,1.0160,1.0160,1.01,开放申购,开放赎回
2025-08-28,1.0058,1.0058,1.13,开放申购,开放赎回
2025-08-27,0.9946,0.9946,-1.83,开放申购,开放赎回
2025-08-26,1.0131,1.0131,-1.12,开放申购,开放赎回
