发布日期,单位净值,累计净值,净值增长率(%),申购状态,赎回状态
2025-11-11,1.1821,1.1821,-0.22,开放申购,开放赎回
2025-11-10,1.1847,1.1847,0.13,开放申购,开放赎回
2025-11-07,1.1832,1.1832,0.03,开放申购,开放赎回
2025-11-06,1.1829,1.1829,0.86,开放申购,开放赎回
2025-11-05,1.1728,1.1728,0.59,开放申购,开放赎回
2025-11-04,1.1659,1.1659,0.12,开放申购,开放赎回
2025-11-03,1.1645,1.1645,0.57,开放申购,开放赎回
2025-10-31,1.1579,1.1579,-1.91,开放申购,开放赎回
2025-10-30,1.1805,1.1805,0.43,开放申购,开放赎回
2025-10-29,1.1754,1.1754,1.49,开放申购,开放赎回
2025-10-28,1.1581,1.1581,-0.34,开放申购,开放赎回
2025-10-27,1.1620,1.1620,1.62,开放申购,开放赎回
2025-10-24,1.1435,1.1435,-0.31,开放申购,开放赎回
2025-10-23,1.1471,1.1471,1.08,开放申购,开放赎回
2025-10-22,1.1348,1.1348,-0.31,开放申购,开放赎回
2025-10-21,1.1383,1.1383,0.68,开放申购,开放赎回
2025-10-20,1.1306,1.1306,-0.26,开放申购,开放赎回
2025-10-17,1.1335,1.1335,-0.93,开放申购,开放赎回
2025-10-16,1.1441,1.1441,0.03,开放申购,开放赎回
2025-10-15,1.1438,1.1438,0.47,开放申购,开放赎回
2025-10-14,1.1384,1.1384,0.18,开放申购,开放赎回
2025-10-13,1.1363,1.1363,-0.43,开放申购,开放赎回
2025-10-10,1.1412,1.1412,0.59,开放申购,开放赎回
2025-10-09,1.1345,1.1345,3.01,开放申购,开放赎回
2025-09-30,1.1013,1.1013,-0.01,开放申购,开放赎回
2025-09-29,1.1014,1.1014,0.37,开放申购,开放赎回
2025-09-26,1.0973,1.0973,0.72,开放申购,开放赎回
2025-09-25,1.0895,1.0895,-0.30,开放申购,开放赎回
2025-09-24,1.0928,1.0928,0.21,开放申购,开放赎回
2025-09-23,1.0905,1.0905,0.16,开放申购,开放赎回
2025-09-22,1.0888,1.0888,-0.47,开放申购,开放赎回
2025-09-19,1.0939,1.0939,-0.40,开放申购,开放赎回
2025-09-18,1.0983,1.0983,-1.56,开放申购,开放赎回
2025-09-17,1.1157,1.1157,0.17,开放申购,开放赎回
2025-09-16,1.1138,1.1138,-0.78,开放申购,开放赎回
2025-09-15,1.1225,1.1225,-0.38,开放申购,开放赎回
2025-09-12,1.1268,1.1268,-0.43,开放申购,开放赎回
2025-09-11,1.1317,1.1317,0.82,开放申购,开放赎回
2025-09-10,1.1225,1.1225,-0.74,开放申购,开放赎回
2025-09-09,1.1309,1.1309,-0.15,开放申购,开放赎回
2025-09-08,1.1326,1.1326,1.43,开放申购,开放赎回
2025-09-05,1.1166,1.1166,1.15,开放申购,开放赎回
2025-09-04,1.1039,1.1039,0.13,开放申购,开放赎回
2025-09-03,1.1025,1.1025,-0.88,开放申购,开放赎回
2025-09-02,1.1123,1.1123,0.94,开放申购,开放赎回
2025-09-01,1.1019,1.1019,0.50,开放申购,开放赎回
2025-08-29,1.0964,1.0964,-0.39,开放申购,开放赎回
2025-08-28,1.1007,1.1007,-0.15,开放申购,开放赎回
2025-08-27,1.1023,1.1023,-0.93,开放申购,开放赎回
2025-08-26,1.1126,1.1126,-0.18,开放申购,开放赎回
