发布日期,单位净值,累计净值,净值增长率(%),申购状态,赎回状态
2025-10-10,0.6455,0.6455,-4.03,开放申购,开放赎回
2025-10-09,0.6726,0.6726,2.66,开放申购,开放赎回
2025-09-30,0.6552,0.6552,1.13,开放申购,开放赎回
2025-09-29,0.6479,0.6479,1.92,开放申购,开放赎回
2025-09-26,0.6357,0.6357,-1.03,开放申购,开放赎回
2025-09-25,0.6423,0.6423,1.66,开放申购,开放赎回
2025-09-24,0.6318,0.6318,3.71,开放申购,开放赎回
2025-09-23,0.6092,0.6092,0.23,开放申购,开放赎回
2025-09-22,0.6078,0.6078,-0.98,开放申购,开放赎回
2025-09-19,0.6138,0.6138,-0.57,开放申购,开放赎回
2025-09-18,0.6173,0.6173,-1.59,开放申购,开放赎回
2025-09-17,0.6273,0.6273,1.37,开放申购,开放赎回
2025-09-16,0.6188,0.6188,0.45,开放申购,开放赎回
2025-09-15,0.6160,0.6160,0.36,开放申购,开放赎回
2025-09-12,0.6138,0.6138,-1.11,开放申购,开放赎回
2025-09-11,0.6207,0.6207,3.00,开放申购,开放赎回
2025-09-10,0.6026,0.6026,-1.76,开放申购,开放赎回
2025-09-09,0.6134,0.6134,-2.15,开放申购,开放赎回
2025-09-08,0.6269,0.6269,0.30,开放申购,开放赎回
2025-09-05,0.6250,0.6250,7.08,开放申购,开放赎回
2025-09-04,0.5837,0.5837,0.55,开放申购,开放赎回
2025-09-03,0.5805,0.5805,2.54,开放申购,开放赎回
2025-09-02,0.5661,0.5661,-1.97,开放申购,开放赎回
2025-09-01,0.5775,0.5775,0.77,开放申购,开放赎回
2025-08-29,0.5731,0.5731,0.33,开放申购,开放赎回
2025-08-28,0.5712,0.5712,2.90,开放申购,开放赎回
2025-08-27,0.5551,0.5551,-1.86,开放申购,开放赎回
2025-08-26,0.5656,0.5656,-0.65,开放申购,开放赎回
