发布日期,单位净值,累计净值,净值增长率(%),申购状态,赎回状态
2025-09-24,1.4210,1.4210,2.48,开放申购,开放赎回
2025-09-23,1.3866,1.3866,1.17,开放申购,开放赎回
2025-09-22,1.3705,1.3705,1.23,开放申购,开放赎回
2025-09-19,1.3539,1.3539,-0.97,开放申购,开放赎回
2025-09-18,1.3672,1.3672,-0.91,开放申购,开放赎回
2025-09-17,1.3797,1.3797,1.50,开放申购,开放赎回
2025-09-16,1.3593,1.3593,0.88,开放申购,开放赎回
2025-09-15,1.3475,1.3475,1.38,开放申购,开放赎回
2025-09-12,1.3292,1.3292,-0.17,开放申购,开放赎回
2025-09-11,1.3315,1.3315,2.99,开放申购,开放赎回
2025-09-10,1.2928,1.2928,-0.69,开放申购,开放赎回
2025-09-09,1.3018,1.3018,-0.94,开放申购,开放赎回
2025-09-08,1.3142,1.3142,-0.14,开放申购,开放赎回
2025-09-05,1.3160,1.3160,2.79,开放申购,开放赎回
2025-09-04,1.2803,1.2803,-0.19,开放申购,开放赎回
2025-09-03,1.2827,1.2827,3.79,开放申购,开放赎回
2025-09-02,1.2359,1.2359,-1.58,开放申购,开放赎回
2025-09-01,1.2557,1.2557,0.27,开放申购,开放赎回
2025-08-29,1.2523,1.2523,2.90,开放申购,开放赎回
2025-08-28,1.2170,1.2170,2.37,开放申购,开放赎回
2025-08-27,1.1888,1.1888,-0.61,开放申购,开放赎回
2025-08-26,1.1961,1.1961,-0.61,开放申购,开放赎回
