发布日期,单位净值,累计净值,净值增长率(%),申购状态,赎回状态
2025-12-03,1.6692,1.6692,-1.12,开放申购,开放赎回
2025-12-02,1.6881,1.6881,-0.66,开放申购,开放赎回
2025-12-01,1.6993,1.6993,2.30,开放申购,开放赎回
2025-11-28,1.6611,1.6611,0.37,开放申购,开放赎回
2025-11-27,1.6550,1.6550,-0.59,开放申购,开放赎回
2025-11-26,1.6649,1.6649,3.53,开放申购,开放赎回
2025-11-25,1.6081,1.6081,1.90,开放申购,开放赎回
2025-11-24,1.5781,1.5781,0.75,开放申购,开放赎回
2025-11-21,1.5663,1.5663,-3.97,开放申购,开放赎回
2025-11-20,1.6311,1.6311,-0.43,开放申购,开放赎回
2025-11-19,1.6381,1.6381,-0.02,开放申购,开放赎回
2025-11-18,1.6384,1.6384,0.43,开放申购,开放赎回
2025-11-17,1.6314,1.6314,0.95,开放申购,开放赎回
2025-11-14,1.6161,1.6161,-3.08,开放申购,开放赎回
2025-11-13,1.6675,1.6675,0.56,开放申购,开放赎回
2025-11-12,1.6582,1.6582,0.37,开放申购,开放赎回
2025-11-11,1.6521,1.6521,-2.27,开放申购,开放赎回
2025-11-10,1.6904,1.6904,-0.83,开放申购,开放赎回
2025-11-07,1.7046,1.7046,-1.96,开放申购,开放赎回
2025-11-06,1.7386,1.7386,2.95,开放申购,开放赎回
2025-11-05,1.6887,1.6887,-0.73,开放申购,开放赎回
2025-11-04,1.7011,1.7011,-1.09,开放申购,开放赎回
2025-11-03,1.7198,1.7198,0.11,开放申购,开放赎回
2025-10-31,1.7179,1.7179,-3.10,开放申购,开放赎回
2025-10-30,1.7729,1.7729,-2.20,开放申购,开放赎回
2025-10-29,1.8128,1.8128,0.48,开放申购,开放赎回
2025-10-28,1.8041,1.8041,-0.20,开放申购,开放赎回
2025-10-27,1.8078,1.8078,2.28,开放申购,开放赎回
2025-10-24,1.7675,1.7675,4.91,开放申购,开放赎回
2025-10-23,1.6847,1.6847,-0.89,开放申购,开放赎回
2025-10-22,1.6998,1.6998,0.13,开放申购,开放赎回
2025-10-21,1.6976,1.6976,4.32,开放申购,开放赎回
2025-10-20,1.6273,1.6273,1.74,开放申购,开放赎回
2025-10-17,1.5995,1.5995,-2.81,开放申购,开放赎回
2025-10-16,1.6458,1.6458,-0.08,开放申购,开放赎回
2025-10-15,1.6472,1.6472,1.62,开放申购,开放赎回
2025-10-14,1.6209,1.6209,-4.79,开放申购,开放赎回
2025-10-13,1.7024,1.7024,-0.37,开放申购,开放赎回
2025-10-10,1.7088,1.7088,-4.43,开放申购,开放赎回
2025-10-09,1.7881,1.7881,0.98,开放申购,开放赎回
2025-09-30,1.7707,1.7707,0.33,开放申购,开放赎回
2025-09-29,1.7649,1.7649,1.17,开放申购,开放赎回
2025-09-26,1.7445,1.7445,-3.09,开放申购,开放赎回
2025-09-25,1.8002,1.8002,2.55,开放申购,开放赎回
2025-09-24,1.7554,1.7554,1.75,开放申购,开放赎回
2025-09-23,1.7252,1.7252,-0.42,开放申购,开放赎回
2025-09-22,1.7324,1.7324,1.91,开放申购,开放赎回
2025-09-19,1.6999,1.6999,-0.57,开放申购,开放赎回
2025-09-18,1.7097,1.7097,0.22,开放申购,开放赎回
2025-09-17,1.7060,1.7060,0.11,开放申购,开放赎回
2025-09-16,1.7041,1.7041,1.34,开放申购,开放赎回
2025-09-15,1.6815,1.6815,-0.74,开放申购,开放赎回
2025-09-12,1.6940,1.6940,0.24,开放申购,开放赎回
2025-09-11,1.6900,1.6900,6.49,开放申购,开放赎回
2025-09-10,1.5870,1.5870,2.59,开放申购,开放赎回
2025-09-09,1.5469,1.5469,-1.54,开放申购,开放赎回
2025-09-08,1.5711,1.5711,-1.89,开放申购,开放赎回
2025-09-05,1.6014,1.6014,4.74,开放申购,开放赎回
2025-09-04,1.5289,1.5289,-7.95,开放申购,开放赎回
2025-09-03,1.6610,1.6610,0.01,开放申购,开放赎回
2025-09-02,1.6609,1.6609,-3.70,开放申购,开放赎回
2025-09-01,1.7248,1.7248,2.51,开放申购,开放赎回
2025-08-29,1.6826,1.6826,-1.13,开放申购,开放赎回
2025-08-28,1.7019,1.7019,6.20,开放申购,开放赎回
2025-08-27,1.6025,1.6025,1.73,开放申购,开放赎回
2025-08-26,1.5752,1.5752,-0.82,开放申购,开放赎回
